Time,fi-1001-pv,fc-1011-pv,fc-1012-pv,fc-1002-pv,ti-1001-pv,ti-1011-pv,ti-1012-pv,ti-1013-pv,ti-1014-pv,ti-1015-pv,ti-1016-pv,ti-1021-pv,ti-1022-pv,ti-1023-pv,ti-1024-pv,ti-1025-pv,ti-1026-pv,tc-1002-pv,ai-1001-pv,ai-1002-pv,ai-1010-pv,pi-1050-pv,pi-1002-pv,pc-1611-pv
663,1296.90,648.81,645.81,1556.45,70.30,440.51,835.96,839.98,843.37,852.79,861.01,442.71,835.46,838.78,844.30,852.00,862.81,441.6084521,1.39,14.02,922.37,-192.07,81.53,108.61
664,1309.67,654.37,647.00,1564.54,70.73,439.50,836.63,838.26,844.72,851.34,860.86,442.30,833.43,838.54,846.53,851.24,861.48,440.8916147,1.54,13.97,932.46,-190.68,81.94,109.13
665,1305.06,649.97,650.04,1559.35,70.77,440.66,834.55,841.25,848.00,850.56,861.01,440.92,833.96,841.77,845.95,853.86,863.14,440.7910463,1.36,13.93,929.37,-191.04,81.96,107.65
666,1293.77,650.70,648.63,1563.17,69.28,440.09,833.41,840.75,845.96,855.18,862.79,440.04,837.46,838.67,847.28,850.86,860.57,440.0649403,1.49,14.98,930.72,-188.46,82.14,108.91
667,1292.55,648.41,647.69,1552.69,70.46,438.47,837.05,840.18,845.95,854.29,861.78,440.74,835.21,840.07,844.99,854.34,862.97,439.603867,1.49,15.32,924.18,-190.12,81.84,107.71
668,1292.80,653.91,647.80,1553.76,70.84,440.88,833.89,839.03,843.83,852.92,863.02,437.18,835.04,840.76,848.50,854.72,861.40,439.0367209,1.55,14.95,932.89,-190.27,81.92,106.92
669,1305.05,652.39,649.38,1553.49,70.67,441.64,833.31,838.61,843.46,854.98,862.49,441.74,833.52,840.90,847.65,853.25,862.52,441.6898836,1.55,16.11,928.10,-186.66,81.62,108.37
670,1302.84,645.79,653.73,1553.97,71.15,439.79,835.85,840.29,845.44,851.34,861.66,439.92,836.17,839.55,843.20,851.67,861.37,439.8559941,1.39,14.89,930.08,-191.45,81.58,108.80
671,1306.84,653.22,651.02,1558.86,69.16,439.69,837.48,840.68,847.49,851.70,861.59,438.59,834.28,841.85,846.78,853.29,861.29,439.138074,1.44,13.86,936.20,-193.30,82.17,107.00
672,1308.44,652.09,650.60,1558.10,68.26,440.03,833.61,840.64,848.64,851.18,861.04,438.36,835.20,841.08,847.92,850.53,861.43,439.1960724,1.57,15.67,935.90,-188.75,81.93,107.38
673,1297.37,645.24,646.64,1563.43,71.58,439.78,836.91,840.01,845.07,851.18,862.76,437.30,837.07,840.29,843.51,852.42,860.58,438.5342722,1.54,14.01,927.68,-185.93,81.51,107.78
674,1298.93,645.26,646.77,1564.30,68.24,438.89,835.03,840.21,844.47,855.37,862.48,438.21,833.87,838.07,847.57,854.98,860.67,438.5488516,1.57,14.45,937.44,-191.96,82.33,107.18
675,1307.94,654.52,646.49,1552.62,69.96,441.92,834.39,838.41,847.19,852.53,861.28,439.07,832.64,841.82,843.44,853.88,862.90,440.5011085,1.56,14.18,937.50,-185.47,81.56,108.54
676,1291.23,652.82,646.90,1553.38,70.14,442.74,834.78,840.20,844.86,851.16,862.67,438.00,835.82,840.02,847.30,852.93,860.56,440.378867,1.43,16.09,926.25,-190.40,81.58,109.24
677,1303.96,654.78,649.90,1561.10,69.44,437.32,833.39,841.10,846.33,850.51,861.31,438.83,836.40,838.33,845.61,854.64,861.18,438.0714497,1.46,15.83,928.43,-193.89,82.36,108.81
678,1290.21,653.32,646.61,1566.50,71.33,440.09,833.38,840.47,844.13,851.65,861.09,441.43,832.53,841.42,846.74,852.51,861.40,440.7585634,1.63,16.17,928.16,-194.91,81.62,108.76
679,1297.45,647.01,646.76,1560.94,68.23,442.18,835.43,839.78,845.06,853.49,863.00,437.78,836.15,841.32,846.16,855.08,862.82,439.9812353,1.40,16.14,932.63,-191.77,82.20,106.84
680,1293.59,649.60,650.82,1553.53,68.28,437.36,834.50,841.21,847.69,852.32,863.04,440.35,836.87,840.45,844.69,850.65,862.48,438.8578366,1.42,15.06,936.72,-190.65,81.90,108.12
681,1292.85,654.83,645.35,1561.87,69.35,440.80,836.87,841.25,845.33,851.48,862.07,437.67,832.70,838.54,845.85,854.07,860.88,439.2470649,1.36,16.44,933.99,-187.29,81.80,109.10
682,1302.66,645.45,654.14,1565.52,71.09,440.89,833.24,841.54,846.47,855.41,861.00,439.89,837.09,840.30,844.52,851.25,862.09,440.3865811,1.62,14.02,934.85,-190.21,81.85,108.67
683,1296.07,651.88,654.41,1554.91,68.68,439.37,836.38,841.98,845.41,851.72,862.73,440.72,835.69,838.59,845.68,852.75,861.98,440.0483152,1.54,14.25,931.69,-187.11,82.32,106.96
684,1296.07,646.08,649.38,1557.12,69.53,442.56,834.35,842.00,844.99,852.79,860.54,439.32,832.55,841.33,847.40,854.03,862.38,440.935569,1.54,15.48,921.33,-191.20,81.72,109.22
685,1291.14,651.80,646.63,1562.64,70.26,442.08,835.49,838.45,848.80,851.56,861.70,441.90,837.06,841.29,844.40,852.83,860.82,441.9871912,1.48,14.64,920.70,-186.18,81.71,109.09
686,1302.61,653.47,651.38,1564.26,71.89,442.66,833.16,838.09,844.63,854.00,860.99,441.31,836.43,840.69,848.04,851.96,862.58,441.9857794,1.49,13.59,938.09,-186.30,82.27,107.64
687,1302.38,647.90,649.88,1562.34,68.60,437.80,835.77,840.45,846.14,853.23,863.31,440.02,835.99,839.56,846.66,853.77,861.72,438.9101678,1.62,13.83,931.98,-187.91,81.63,107.23
688,1296.66,646.31,652.72,1559.41,71.15,441.81,835.92,839.18,844.21,854.07,861.02,438.90,836.49,839.44,847.92,850.85,863.47,440.3460803,1.54,15.81,922.98,-185.23,81.58,108.68
689,1293.91,652.23,654.92,1554.89,70.76,437.57,833.91,839.87,844.60,854.36,861.14,441.61,834.08,839.82,846.19,853.81,862.32,439.5938105,1.54,16.05,929.90,-191.70,82.08,108.52
690,1303.02,653.26,648.07,1553.16,70.59,439.09,834.40,839.19,845.85,851.83,863.18,441.48,834.67,841.49,844.32,853.42,860.99,440.2790035,1.55,14.48,935.97,-194.00,82.27,107.27
691,1299.01,645.74,647.81,1553.14,68.49,442.29,833.48,839.86,847.27,851.78,863.30,440.02,832.81,839.99,846.38,855.09,861.78,441.1539641,1.55,14.52,932.03,-185.96,81.80,107.80
692,1306.80,648.29,649.85,1562.77,70.99,439.39,835.85,839.87,845.64,852.42,860.54,441.08,837.25,839.36,847.24,850.76,862.70,440.2379143,1.39,15.63,920.93,-190.25,82.40,108.03
693,1295.01,654.24,652.15,1555.57,68.89,439.50,836.49,839.78,844.69,852.90,861.97,440.13,834.83,839.97,844.30,855.41,861.26,439.8173518,1.58,16.37,932.45,-194.60,82.41,109.16
694,1302.30,647.02,645.78,1560.35,71.19,439.99,834.35,841.62,848.04,855.27,862.07,440.96,833.56,840.34,844.59,855.34,861.42,440.4735202,1.62,15.10,927.26,-189.40,81.89,108.15
695,1293.69,653.61,652.03,1554.63,68.79,437.92,836.68,839.56,847.01,853.46,862.90,442.70,835.94,839.51,845.83,854.46,861.33,440.3074314,1.43,14.75,939.22,-189.52,82.23,107.51
696,1301.94,648.54,648.06,1558.02,69.76,439.39,832.69,840.08,848.03,855.24,862.31,442.76,834.72,839.49,845.91,851.03,860.59,441.0739181,1.57,14.19,924.84,-185.98,81.54,108.66
697,1299.99,650.33,648.92,1555.11,69.92,438.02,834.49,841.92,844.85,854.71,862.71,442.51,836.97,840.78,845.16,855.41,863.40,440.2644304,1.48,16.00,937.42,-193.06,82.38,108.19
698,1291.71,645.37,649.71,1561.28,69.36,438.81,836.48,839.65,843.13,850.89,860.68,441.45,836.02,838.42,845.18,854.64,862.63,440.1346763,1.58,14.68,939.17,-187.33,82.01,108.28
699,1291.09,652.07,652.71,1555.29,70.56,437.10,837.00,840.02,845.47,853.04,862.83,442.08,833.85,840.62,844.23,853.06,863.43,439.5909308,1.47,14.97,936.73,-188.25,81.96,107.96
700,1302.69,647.95,647.01,1554.92,69.96,439.50,833.89,838.91,847.68,853.94,861.19,442.20,834.02,841.94,848.24,852.53,861.94,440.8466465,1.46,15.95,926.43,-185.45,82.26,108.22
701,1292.73,646.94,653.45,1560.26,69.69,438.07,832.81,840.93,847.40,855.14,861.98,437.48,837.09,841.90,847.97,852.14,860.61,437.7706621,1.56,14.46,930.00,-193.42,81.68,108.05
702,1304.10,646.86,651.78,1554.28,71.43,440.48,835.96,838.82,843.22,854.82,862.53,440.35,836.39,838.08,846.25,854.23,862.55,440.4147371,1.37,15.34,920.65,-190.67,81.76,107.10
703,1291.06,651.27,647.06,1565.82,70.01,442.34,833.67,839.11,848.97,853.00,861.87,437.32,836.56,840.88,848.50,854.44,861.31,439.8401069,1.59,15.35,932.44,-188.28,82.15,107.56
704,1294.95,652.33,648.63,1565.56,69.67,441.14,835.11,841.36,845.66,852.64,862.57,440.93,834.25,841.76,843.09,853.23,861.62,441.0370387,1.58,14.34,938.27,-193.65,82.39,108.06
705,1306.02,648.46,648.74,1564.09,68.25,442.02,835.08,840.92,846.74,850.76,861.45,440.22,834.83,838.22,847.99,854.35,861.15,441.1195143,1.59,13.78,934.57,-193.76,81.64,107.31
706,1300.71,652.68,649.19,1560.82,71.89,441.87,833.67,841.20,847.15,852.20,863.02,437.95,834.01,839.63,845.18,850.93,863.46,439.9188731,1.62,14.61,935.89,-185.54,81.75,107.95
707,1300.89,653.78,647.25,1558.28,70.88,440.21,836.81,840.37,845.78,855.09,863.24,437.59,836.91,841.73,848.94,855.25,861.62,438.9074239,1.49,15.11,928.88,-190.41,81.79,108.64
708,1296.92,649.80,647.79,1559.78,68.03,439.53,836.62,838.90,846.54,855.36,863.37,441.32,834.40,838.45,844.12,850.77,861.91,440.4199913,1.52,15.54,924.20,-185.57,81.54,108.69
709,1294.77,646.49,650.58,1561.77,69.50,442.57,835.58,839.68,844.71,852.14,862.75,442.75,833.61,839.47,843.34,851.81,862.45,442.6591035,1.44,13.86,939.89,-194.98,82.12,107.97
710,1304.46,651.08,649.06,1561.54,70.44,441.97,834.30,839.27,847.20,854.49,862.75,440.92,835.81,839.87,847.31,851.21,860.94,441.4460452,1.36,15.41,931.67,-185.18,82.08,106.72
711,1300.17,645.09,646.33,1567.08,69.64,439.94,837.45,841.17,844.47,852.42,861.13,437.70,837.11,839.80,848.75,853.60,861.28,438.8182167,1.54,16.22,933.33,-186.08,81.61,108.76
712,1293.28,650.78,646.27,1564.59,70.49,441.81,832.68,840.55,845.66,852.97,862.25,439.29,834.80,838.91,843.64,852.97,862.63,440.5572163,1.63,14.46,932.50,-190.57,81.58,107.56
713,1308.81,649.77,652.12,1560.23,71.51,438.39,833.88,840.42,847.24,854.16,861.71,442.80,833.11,839.83,847.96,850.66,863.47,440.5964236,1.49,14.70,926.38,-191.48,81.89,108.85
714,1306.61,648.08,646.69,1561.88,71.28,441.86,832.96,838.20,846.54,853.74,861.79,437.41,834.74,839.10,845.00,851.32,861.41,439.6365412,1.51,15.62,937.95,-193.87,81.92,106.78
715,1302.53,652.86,645.17,1565.12,71.40,439.41,833.90,840.98,847.40,851.78,860.58,439.05,834.90,841.61,846.78,855.04,860.64,439.231463,1.64,14.69,938.46,-193.46,82.24,108.24
716,1300.48,649.08,650.51,1562.32,69.54,442.95,834.07,840.92,848.28,853.23,860.54,442.80,835.73,841.92,846.58,851.13,860.80,442.8731075,1.45,15.24,920.50,-189.17,81.94,107.21
717,1304.43,648.83,651.09,1559.13,68.43,437.15,837.39,839.84,847.35,850.74,862.45,438.63,835.07,840.10,843.46,855.22,860.89,437.8944762,1.47,15.51,939.17,-187.20,82.24,109.15
718,1305.91,649.67,646.93,1563.17,68.57,441.16,833.92,839.66,845.42,851.84,863.46,441.45,835.08,841.22,846.05,851.05,860.61,441.306189,1.46,16.27,921.60,-186.16,82.15,108.86
719,1296.08,647.83,649.33,1556.06,69.63,441.60,836.31,838.19,847.41,853.51,861.12,441.13,833.79,840.26,843.69,853.39,863.21,441.3685082,1.60,15.29,923.60,-189.33,82.06,108.40
720,1299.93,645.10,654.05,1561.95,70.73,437.03,835.59,841.47,845.96,853.02,860.89,439.11,834.50,838.28,844.39,854.95,860.62,438.0782452,1.50,15.43,938.02,-188.38,82.40,107.41
721,1308.35,645.75,650.33,1564.67,71.04,437.24,832.85,840.25,845.05,853.30,862.99,441.16,833.09,841.67,846.25,852.77,860.79,439.2086321,1.50,14.75,921.09,-189.70,82.07,106.96
722,1308.62,646.33,652.63,1552.86,68.84,440.98,832.64,839.13,844.71,852.77,862.34,439.16,837.04,841.59,848.46,851.49,863.27,440.067414,1.52,14.18,938.15,-188.27,81.60,107.59
723,1296.78,650.71,646.68,1553.04,69.96,439.83,833.19,838.18,846.00,852.11,862.40,437.63,833.33,841.31,845.06,855.32,861.36,438.7323854,1.61,14.43,920.66,-194.07,82.06,107.61
724,1301.01,650.68,648.75,1556.39,68.90,442.43,835.39,838.75,843.98,855.48,862.17,440.61,837.24,840.31,847.00,854.01,860.77,441.5205958,1.58,15.03,931.07,-192.34,81.69,108.87
725,1303.18,651.99,650.96,1555.39,68.18,437.17,836.45,841.47,847.28,854.11,861.81,442.41,835.53,839.17,843.87,853.02,860.55,439.7891977,1.35,15.43,920.75,-185.19,81.68,107.65
726,1309.45,646.11,647.62,1565.86,70.66,441.91,833.86,841.66,843.36,851.32,862.43,438.81,833.53,839.28,847.45,851.56,861.44,440.3593869,1.41,14.59,923.66,-187.47,81.68,107.46
727,1297.21,652.70,653.90,1557.95,69.27,439.26,832.86,838.37,846.58,850.58,862.98,439.91,832.61,840.10,843.55,852.21,861.73,439.5853955,1.56,13.98,933.06,-193.02,81.93,107.79
728,1303.28,654.93,645.49,1566.80,70.58,438.75,833.71,841.99,848.46,854.69,863.44,442.26,833.96,841.23,848.33,853.19,861.02,440.491384,1.55,14.78,921.14,-186.22,81.67,108.47
729,1294.88,647.59,646.49,1558.85,69.05,441.10,836.16,841.39,844.31,854.40,861.40,437.49,832.94,841.81,843.33,853.27,863.28,439.2998849,1.61,14.74,924.58,-189.92,81.83,107.79
730,1304.02,652.98,645.03,1564.46,68.61,440.80,834.80,839.16,846.36,851.61,861.11,442.05,833.81,841.08,845.12,854.35,862.76,441.4211595,1.63,16.05,927.53,-188.18,81.77,108.84
731,1294.70,647.73,651.27,1563.63,70.62,438.74,833.55,840.93,844.28,854.96,861.02,437.46,835.87,841.19,848.43,855.18,861.64,438.1014447,1.58,15.44,927.81,-191.65,82.16,109.16
732,1304.98,654.90,653.03,1560.01,71.78,437.81,832.73,839.63,846.07,850.85,860.53,441.62,836.71,838.31,846.97,851.44,863.13,439.7104864,1.59,14.04,926.75,-194.08,82.35,108.42
733,1293.63,653.84,653.04,1559.28,70.51,442.54,837.17,838.08,845.83,853.30,861.24,441.02,834.88,838.33,847.92,850.72,862.66,441.7792106,1.53,13.56,929.63,-192.18,81.60,107.53
734,1296.18,648.95,648.07,1561.68,69.83,439.89,833.56,839.85,843.20,854.83,862.69,442.74,835.90,841.22,848.64,850.92,862.18,441.3138302,1.64,14.73,925.66,-185.46,82.08,108.04
735,1298.12,649.07,653.28,1567.42,70.33,442.62,837.43,838.30,847.32,851.92,860.87,441.31,836.95,839.98,843.83,853.83,860.94,441.9613044,1.53,14.78,924.93,-190.15,81.97,106.71
736,1290.28,646.19,650.27,1557.22,71.42,442.76,834.65,840.33,848.48,851.75,861.22,437.28,836.46,839.06,846.38,852.94,861.36,440.0084909,1.60,15.58,921.79,-189.42,82.39,109.21
737,1293.62,652.33,648.71,1553.76,71.25,441.36,836.20,840.14,848.09,851.04,861.45,441.24,832.98,838.81,847.55,854.64,862.36,441.3006465,1.51,16.00,927.10,-186.11,81.98,107.83
738,1304.12,654.95,650.94,1560.69,71.89,442.90,835.37,839.56,848.13,853.10,863.29,441.45,837.44,839.63,844.70,851.71,860.93,442.1735687,1.41,14.69,920.84,-190.46,82.48,106.73
739,1293.47,647.39,650.73,1556.61,71.45,442.35,835.59,838.51,844.12,850.88,861.88,441.68,832.51,840.22,843.43,855.06,862.05,442.0175205,1.56,15.59,933.01,-185.49,82.06,108.73
740,1295.20,653.79,652.66,1562.57,69.50,440.87,835.24,838.68,845.67,851.00,862.55,438.66,833.33,838.11,848.32,853.52,860.95,439.7666054,1.54,16.40,935.22,-185.87,82.49,107.25
741,1294.89,652.79,648.28,1563.48,68.43,440.43,835.11,840.19,848.81,854.73,861.61,441.07,834.65,840.21,843.03,850.56,863.44,440.7475992,1.56,15.87,939.74,-192.93,82.24,108.64
742,1300.68,654.19,652.40,1559.27,69.26,437.49,833.12,839.38,848.30,852.12,861.24,439.34,833.38,841.12,844.07,852.81,863.26,438.4148443,1.40,16.42,934.85,-188.19,82.09,107.67
743,1309.99,654.56,652.59,1556.31,69.82,441.95,837.21,838.99,847.68,853.37,863.00,439.90,835.03,838.07,846.00,852.49,863.06,440.9289841,1.39,15.65,922.86,-191.88,81.59,108.38
744,1294.03,646.92,652.22,1553.75,70.67,440.28,836.63,840.83,846.86,850.98,861.26,442.99,836.11,838.40,844.94,855.23,862.09,441.6395833,1.52,14.67,933.94,-193.51,81.79,107.62
745,1295.05,645.62,647.05,1556.44,70.22,442.24,832.89,841.39,843.92,854.47,860.69,442.67,833.66,838.60,845.74,853.87,862.95,442.4557702,1.63,14.07,928.44,-187.08,81.79,108.02
746,1291.54,650.00,649.89,1563.30,70.79,441.75,836.08,841.73,845.35,851.09,863.12,438.38,837.31,838.51,845.17,852.10,862.76,440.0605122,1.48,15.46,920.62,-188.61,82.32,108.54
747,1299.30,648.29,651.34,1563.68,70.77,439.55,836.82,840.49,844.85,853.31,862.64,440.57,835.20,841.33,844.10,852.51,862.86,440.0617972,1.44,15.36,935.89,-190.69,81.62,106.73
748,1307.58,654.53,649.17,1557.82,71.21,438.89,834.35,840.19,846.35,852.26,863.02,440.11,833.66,839.44,843.93,853.45,863.04,439.4965724,1.53,13.75,936.13,-187.23,82.38,107.72
749,1308.84,650.43,650.02,1556.74,70.43,439.03,836.26,841.16,846.23,851.11,860.69,438.72,834.44,840.76,848.96,854.34,862.82,438.8779164,1.54,15.20,930.93,-192.77,82.12,108.48
750,1301.98,651.16,645.26,1553.38,71.79,442.55,833.63,841.30,848.63,852.76,862.15,437.05,837.36,840.96,844.39,852.14,860.96,439.8121508,1.41,15.45,932.00,-193.97,82.25,108.61
751,1300.34,651.58,646.32,1556.76,71.56,442.54,834.21,841.91,845.69,852.26,862.55,440.32,835.75,841.20,846.18,853.21,862.37,441.4325143,1.35,14.06,935.35,-193.91,82.43,108.39
752,1296.84,651.18,652.48,1561.01,71.56,439.46,833.24,840.84,848.71,854.45,862.60,442.47,834.53,840.05,846.00,855.02,861.49,440.9677609,1.57,16.11,927.28,-192.07,81.55,106.93
753,1306.78,654.41,647.70,1555.72,70.01,438.08,834.50,839.51,848.81,854.75,861.78,439.70,834.08,841.55,847.67,852.10,863.15,438.8833278,1.59,15.01,939.05,-191.47,82.07,108.28
754,1301.78,647.00,648.73,1554.11,70.80,440.55,833.74,838.45,844.93,851.98,861.84,442.16,837.29,838.96,848.78,853.37,860.65,441.3534319,1.57,14.24,922.40,-190.51,81.78,109.00
755,1293.76,649.15,650.47,1565.70,69.11,441.21,835.35,840.20,844.55,853.28,861.40,442.37,834.11,840.66,844.30,851.79,861.01,441.7926288,1.41,15.92,926.02,-186.31,82.10,106.82
756,1308.61,651.68,650.14,1556.81,71.19,441.01,836.33,841.34,844.89,855.15,862.33,438.88,833.82,838.40,845.64,850.67,862.72,439.9477401,1.62,15.01,925.31,-186.40,82.23,107.24
757,1307.23,648.52,645.01,1558.32,69.90,437.70,832.76,841.76,846.28,850.72,862.80,437.54,835.59,839.73,846.80,851.72,861.52,437.6181296,1.36,14.43,920.22,-194.90,81.81,108.98
758,1304.90,654.52,647.10,1560.20,71.77,439.78,836.50,841.66,845.68,851.55,862.83,441.68,835.94,841.67,844.55,852.83,863.32,440.7212236,1.47,15.85,923.01,-192.00,81.89,109.13
759,1299.36,647.33,649.72,1554.35,71.64,440.12,834.47,839.79,844.60,851.69,860.80,441.19,834.08,839.99,844.22,854.65,861.77,440.6591012,1.45,15.96,930.24,-192.10,82.25,107.05
760,1291.11,655.00,653.38,1566.39,69.72,440.05,836.98,839.01,846.84,851.93,862.20,439.15,832.50,840.08,846.85,854.62,861.14,439.5984206,1.54,16.08,931.90,-193.84,82.15,106.83
761,1309.45,652.59,652.28,1561.05,70.36,439.34,836.89,838.43,843.06,855.27,862.34,440.42,833.05,840.45,848.77,854.33,860.90,439.8803307,1.46,15.63,936.78,-185.19,81.59,107.51
762,1293.24,647.91,652.26,1566.59,71.74,437.98,836.11,838.05,844.08,853.50,861.14,442.52,836.54,840.84,848.70,851.93,863.11,440.2553722,1.43,16.45,928.00,-192.71,82.15,108.63
763,1306.93,647.68,647.45,1564.30,69.71,439.30,837.04,839.52,846.71,854.83,862.08,438.16,833.24,841.36,845.19,855.04,861.78,438.7275363,1.42,14.76,932.04,-188.36,81.73,107.38
764,1304.13,649.53,648.34,1559.56,68.16,439.40,836.23,840.29,844.01,854.93,861.05,437.37,836.21,840.68,846.50,855.02,862.88,438.3849101,1.38,13.85,935.95,-185.92,81.60,107.38
765,1303.77,648.12,646.03,1552.96,70.06,440.61,833.45,841.33,843.50,854.41,863.21,440.20,833.23,840.87,847.17,852.01,862.74,440.4049538,1.43,15.70,922.86,-186.51,82.07,108.53
766,1305.78,653.92,647.51,1556.57,71.84,442.34,837.10,840.90,845.50,852.72,861.98,437.73,836.99,841.06,847.76,855.03,863.21,440.0434737,1.54,14.05,922.45,-194.79,81.79,106.85
767,1307.66,654.63,647.84,1560.11,69.47,441.69,837.25,841.74,847.78,853.82,862.38,441.47,835.58,839.66,844.13,852.05,860.52,441.5786029,1.47,15.28,921.82,-194.15,82.05,107.09
768,1291.33,645.69,647.55,1562.65,71.52,440.03,834.46,841.28,848.28,854.89,861.23,442.23,832.56,841.30,848.89,854.10,862.07,441.1338557,1.55,14.31,929.32,-192.09,82.27,108.60
769,1302.68,647.25,650.10,1560.52,68.64,442.28,837.35,841.32,846.43,850.70,863.15,438.31,835.83,839.18,843.15,852.36,860.95,440.2892587,1.36,15.27,935.56,-188.43,82.19,107.87
770,1291.60,654.70,646.62,1565.66,70.04,442.09,833.34,840.15,848.31,854.62,861.45,441.56,837.20,839.75,845.16,853.70,861.72,441.8254144,1.46,14.57,923.32,-191.40,81.84,108.66
771,1300.62,653.35,652.23,1553.80,68.73,438.17,836.02,840.59,846.48,855.01,862.88,440.39,833.21,840.15,843.00,852.55,861.54,439.2778249,1.39,14.83,932.79,-188.01,81.52,107.00
772,1290.11,646.59,645.66,1566.42,71.08,438.94,836.74,838.92,843.14,855.16,862.41,437.32,834.86,838.91,844.28,852.17,861.17,438.1327549,1.48,15.88,925.75,-193.40,82.07,109.08
773,1295.43,650.95,649.14,1560.23,70.08,439.97,834.14,838.50,847.77,851.83,861.77,438.76,833.03,839.57,844.59,850.74,862.72,439.3627041,1.51,13.97,924.16,-188.45,82.27,107.06
774,1294.32,648.38,648.74,1565.38,71.91,437.93,833.35,838.23,847.78,850.75,860.88,438.35,836.66,841.02,847.00,854.07,863.02,438.136557,1.48,14.41,937.10,-193.48,82.44,108.39
775,1307.07,646.12,646.67,1559.26,68.53,440.09,835.50,840.10,845.99,854.42,861.09,439.56,833.10,839.74,846.85,850.79,860.86,439.8225587,1.39,14.40,937.31,-194.17,82.23,106.94
776,1309.46,651.60,654.88,1559.14,70.04,441.92,837.20,841.89,845.20,851.78,861.08,437.53,837.38,838.36,843.40,851.77,861.40,439.7216658,1.64,15.31,932.86,-191.79,81.60,107.82
777,1309.82,647.01,651.12,1560.24,71.36,439.28,836.85,839.08,848.54,853.85,862.27,442.51,832.75,839.41,845.02,851.87,863.32,440.8974706,1.46,16.36,924.95,-190.87,81.97,107.87
778,1297.56,648.21,649.36,1555.05,69.84,437.47,832.84,838.90,846.07,855.24,863.29,440.54,833.89,838.70,844.37,855.24,862.44,439.0058682,1.47,15.79,935.57,-186.56,81.77,108.74
779,1303.15,646.08,648.42,1560.08,69.73,442.24,835.81,838.19,844.78,852.60,860.96,440.70,835.78,838.24,848.09,852.18,862.15,441.4695965,1.39,14.18,934.44,-193.27,81.94,107.79
780,1299.65,646.94,654.77,1556.43,71.72,441.24,836.42,839.49,847.93,852.96,862.88,438.49,834.91,838.48,844.46,854.34,861.72,439.8586515,1.37,13.94,939.15,-191.61,82.08,109.05
781,1306.12,647.80,645.93,1554.57,71.79,437.52,834.47,838.38,848.96,855.22,861.27,441.12,835.42,840.14,848.31,852.39,863.18,439.3192043,1.45,15.35,930.71,-188.68,82.18,106.96
782,1292.52,652.58,653.74,1563.53,71.12,437.41,837.03,841.77,847.67,854.52,863.04,438.04,833.72,839.35,843.35,853.67,861.19,437.7209288,1.41,14.71,926.97,-192.25,82.48,107.93
783,1295.54,650.94,648.43,1556.27,71.88,438.33,835.85,839.33,848.95,853.08,860.67,439.17,832.62,840.67,844.56,851.28,862.35,438.7514551,1.38,15.73,929.27,-190.87,82.10,108.34
784,1300.42,652.69,652.52,1557.94,69.52,437.64,835.07,840.64,844.38,851.88,863.45,440.81,835.21,839.17,846.86,851.67,862.18,439.2228043,1.40,14.90,922.88,-189.94,81.57,107.23
785,1308.72,649.83,654.06,1561.83,70.92,439.14,835.22,841.87,845.57,853.87,860.55,439.58,837.05,840.03,846.84,852.51,863.38,439.3587512,1.51,13.57,920.72,-190.16,82.27,107.35
786,1294.48,650.28,651.69,1559.94,68.98,438.67,833.11,838.72,845.77,854.47,862.47,440.26,835.90,840.36,848.81,852.49,860.94,439.4662931,1.63,15.97,924.50,-193.58,81.61,108.14
787,1298.67,654.56,647.46,1555.24,71.38,440.39,834.93,840.56,844.73,852.38,860.93,442.16,834.53,840.38,847.13,852.38,861.16,441.2704216,1.55,13.74,933.16,-190.03,81.56,108.89
788,1307.19,653.45,649.52,1562.38,69.17,437.87,835.96,840.43,844.16,854.30,862.75,437.19,832.56,838.05,847.29,853.05,863.10,437.5312759,1.62,14.01,930.48,-190.03,82.35,107.70
789,1297.34,648.56,648.92,1561.57,70.40,441.81,835.22,840.71,846.34,853.83,862.15,439.80,835.90,838.40,847.47,852.06,863.31,440.8068238,1.36,15.52,932.45,-193.77,81.63,107.05
790,1307.99,646.49,651.53,1555.66,68.45,438.91,835.84,840.99,847.46,854.77,863.34,438.72,833.10,841.37,843.94,853.86,861.06,438.8161459,1.54,15.98,920.70,-187.02,82.07,106.75
791,1294.49,653.56,650.79,1554.78,68.58,440.40,833.88,839.08,843.46,855.06,863.07,439.87,835.39,840.33,843.21,852.38,861.50,440.132369,1.56,15.83,926.82,-189.98,81.72,107.94
792,1297.85,653.32,645.61,1556.81,69.01,437.95,834.74,838.46,845.21,854.69,862.07,441.58,835.89,840.20,848.21,852.76,860.58,439.7522504,1.37,15.24,931.23,-189.22,81.55,107.14
793,1296.03,648.59,654.42,1556.48,71.54,437.72,835.15,838.26,844.80,855.01,862.37,440.12,835.78,840.24,847.92,851.99,861.67,438.9250836,1.42,16.31,936.50,-187.44,81.82,106.72
794,1301.14,647.20,653.48,1562.60,70.92,439.92,835.91,840.89,846.13,852.52,863.34,439.35,836.08,839.44,848.45,850.59,862.25,439.6330699,1.47,15.86,934.68,-192.81,82.27,109.04
795,1300.11,650.71,654.52,1560.98,69.50,442.92,833.92,839.89,844.99,851.80,863.06,441.77,837.31,839.16,847.61,854.64,862.31,442.3432228,1.54,14.51,930.19,-191.27,81.52,106.77
